model,prompt_type,prompt_index,split,Category,TP,FP,FN,P,R,F0.5
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:CONTR,0,1,5,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:DET,1,2,90,0.3333,0.011,0.0485
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:NOUN,3,7,23,0.3,0.1154,0.2273
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:NOUN:POSS,0,0,5,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:OTHER,1,11,53,0.0833,0.0185,0.049
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:PART,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:PREP,0,2,46,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:PRON,1,1,17,0.5,0.0556,0.1923
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:PUNCT,0,14,45,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:VERB,1,1,23,0.5,0.0417,0.1562
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:VERB:FORM,0,0,2,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,2,fce-dev,U:VERB:TENSE,0,1,22,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:ADJ,0,0,10,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:ADV,1,1,26,0.5,0.037,0.1429
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:CONJ,0,0,16,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:CONTR,0,1,1,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:DET,6,6,208,0.5,0.028,0.1145
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:NOUN,0,2,25,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:NOUN:POSS,0,0,7,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:OTHER,1,39,83,0.025,0.0119,0.0205
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:PART,0,0,6,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:PREP,2,3,88,0.4,0.0222,0.0909
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:PRON,2,5,69,0.2857,0.0282,0.101
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:PUNCT,3,11,182,0.2143,0.0162,0.0622
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:VERB,2,1,48,0.6667,0.04,0.1613
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:VERB:FORM,3,0,7,1.0,0.3,0.6818
bigscience/bloomz-7b1,2-shot,3,fce-dev,M:VERB:TENSE,0,1,45,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:ADJ,1,12,34,0.0769,0.0286,0.0575
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:ADJ:FORM,2,1,7,0.6667,0.2222,0.4762
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:ADV,0,1,27,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:CONJ,0,0,4,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:CONTR,0,1,8,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:DET,3,2,74,0.6,0.039,0.1546
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:MORPH,9,2,62,0.8182,0.1268,0.3913
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:NOUN,9,62,119,0.1268,0.0703,0.1092
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:NOUN:INFL,6,0,12,1.0,0.3333,0.7143
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:NOUN:NUM,9,3,127,0.75,0.0662,0.2446
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:NOUN:POSS,0,0,1,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:ORTH,6,18,96,0.25,0.0588,0.1515
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:OTHER,8,27,386,0.2286,0.0203,0.0749
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:PART,0,0,11,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:PREP,7,1,209,0.875,0.0324,0.1411
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:PRON,0,3,43,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:PUNCT,0,14,115,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:SPELL,126,31,227,0.8025,0.3569,0.6422
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:VERB,3,9,174,0.25,0.0169,0.0667
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:VERB:FORM,22,9,62,0.7097,0.2619,0.5288
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:VERB:INFL,0,0,5,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:VERB:SVA,1,0,45,1.0,0.0217,0.1
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:VERB:TENSE,7,5,129,0.5833,0.0515,0.1902
bigscience/bloomz-7b1,2-shot,3,fce-dev,R:WO,1,1,59,0.5,0.0167,0.0735
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:ADJ,0,2,11,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:ADV,0,6,31,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:CONJ,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:CONTR,0,2,5,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:DET,0,0,91,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:NOUN,2,4,24,0.3333,0.0769,0.2
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:NOUN:POSS,0,0,5,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:OTHER,1,11,53,0.0833,0.0185,0.049
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:PART,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:PREP,0,0,46,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:PRON,1,1,17,0.5,0.0556,0.1923
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:PUNCT,0,18,45,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:VERB,0,1,24,0.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:VERB:FORM,0,0,2,1.0,0.0,0.0
bigscience/bloomz-7b1,2-shot,3,fce-dev,U:VERB:TENSE,1,1,21,0.5,0.0455,0.1667
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:ADJ,0,0,10,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:ADV,2,2,25,0.5,0.0741,0.2326
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:CONJ,0,3,16,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:CONTR,0,1,1,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:DET,38,21,176,0.6441,0.1776,0.4222
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:NOUN,0,0,25,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:NOUN:POSS,0,0,7,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:OTHER,3,14,81,0.1765,0.0357,0.0987
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:PART,0,0,6,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:PREP,8,6,82,0.5714,0.0889,0.274
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:PRON,12,4,59,0.75,0.169,0.4444
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:PUNCT,31,133,154,0.189,0.1676,0.1843
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:VERB,8,4,42,0.6667,0.16,0.4082
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:VERB:FORM,5,3,5,0.625,0.5,0.5952
bigscience/bloomz-7b1,3-shot,1,fce-dev,M:VERB:TENSE,0,2,45,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:ADJ,1,16,34,0.0588,0.0286,0.0485
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:ADJ:FORM,2,2,7,0.5,0.2222,0.4
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:ADV,1,3,26,0.25,0.037,0.1163
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:CONJ,1,0,3,1.0,0.25,0.625
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:CONTR,1,14,7,0.0667,0.125,0.0735
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:DET,5,4,72,0.5556,0.0649,0.2212
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:MORPH,23,7,48,0.7667,0.3239,0.6021
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:NOUN,16,55,112,0.2254,0.125,0.1942
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:NOUN:INFL,9,4,9,0.6923,0.5,0.6429
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:NOUN:NUM,34,11,102,0.7556,0.25,0.538
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:NOUN:POSS,0,1,1,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:ORTH,21,39,81,0.35,0.2059,0.307
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:OTHER,23,52,371,0.3067,0.0584,0.1657
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:PART,2,0,9,1.0,0.1818,0.5263
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:PREP,15,9,201,0.625,0.0694,0.2404
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:PRON,3,10,40,0.2308,0.0698,0.1579
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:PUNCT,8,23,107,0.2581,0.0696,0.1674
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:SPELL,212,54,141,0.797,0.6006,0.7481
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:VERB,9,21,168,0.3,0.0508,0.1515
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:VERB:FORM,32,17,52,0.6531,0.381,0.5714
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:VERB:INFL,3,1,2,0.75,0.6,0.7143
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:VERB:SVA,13,4,33,0.7647,0.2826,0.5702
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:VERB:TENSE,16,17,120,0.4848,0.1176,0.2985
bigscience/bloomz-7b1,3-shot,1,fce-dev,R:WO,6,5,54,0.5455,0.1,0.2885
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:ADJ,0,3,11,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:ADV,4,19,27,0.1739,0.129,0.1626
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:CONJ,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:CONTR,0,2,5,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:DET,9,7,82,0.5625,0.0989,0.2903
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:NOUN,3,10,23,0.2308,0.1154,0.1923
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:NOUN:POSS,0,0,5,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:OTHER,2,16,52,0.1111,0.037,0.0794
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:PART,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:PREP,3,7,43,0.3,0.0652,0.1744
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:PRON,1,2,17,0.3333,0.0556,0.1667
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:PUNCT,1,17,44,0.0556,0.0222,0.0427
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:VERB,2,4,22,0.3333,0.0833,0.2083
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:VERB:FORM,0,0,2,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,1,fce-dev,U:VERB:TENSE,2,2,20,0.5,0.0909,0.2632
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:ADJ,0,0,10,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:ADV,1,2,26,0.3333,0.037,0.1282
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:CONJ,0,0,16,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:CONTR,0,0,1,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:DET,28,20,186,0.5833,0.1308,0.3448
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:NOUN,0,0,25,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:NOUN:POSS,0,0,7,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:OTHER,1,18,83,0.0526,0.0119,0.0312
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:PART,0,0,6,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:PREP,5,5,85,0.5,0.0556,0.1923
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:PRON,7,6,64,0.5385,0.0986,0.2846
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:PUNCT,23,98,162,0.1901,0.1243,0.1719
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:VERB,7,2,43,0.7778,0.14,0.407
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:VERB:FORM,4,2,6,0.6667,0.4,0.5882
bigscience/bloomz-7b1,3-shot,2,fce-dev,M:VERB:TENSE,0,2,45,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:ADJ,1,16,34,0.0588,0.0286,0.0485
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:ADJ:FORM,2,1,7,0.6667,0.2222,0.4762
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:ADV,1,2,26,0.3333,0.037,0.1282
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:CONJ,0,0,4,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:CONTR,0,9,8,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:DET,4,1,73,0.8,0.0519,0.2062
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:MORPH,17,4,54,0.8095,0.2394,0.5484
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:NOUN,15,39,113,0.2778,0.1172,0.218
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:NOUN:INFL,9,4,9,0.6923,0.5,0.6429
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:NOUN:NUM,24,12,112,0.6667,0.1765,0.4286
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:NOUN:POSS,0,1,1,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:ORTH,16,22,86,0.4211,0.1569,0.315
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:OTHER,18,31,376,0.3673,0.0457,0.1525
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:PART,1,0,10,1.0,0.0909,0.3333
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:PREP,10,5,206,0.6667,0.0463,0.1812
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:PRON,2,9,41,0.1818,0.0465,0.1149
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:PUNCT,6,17,109,0.2609,0.0522,0.1449
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:SPELL,204,47,149,0.8127,0.5779,0.7517
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:VERB,7,14,170,0.3333,0.0395,0.1341
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:VERB:FORM,33,15,51,0.6875,0.3929,0.5978
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:VERB:INFL,3,0,2,1.0,0.6,0.8824
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:VERB:SVA,9,4,37,0.6923,0.1957,0.4592
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:VERB:TENSE,19,13,117,0.5938,0.1397,0.3598
bigscience/bloomz-7b1,3-shot,2,fce-dev,R:WO,7,4,53,0.6364,0.1167,0.3365
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:ADJ,0,2,11,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:ADV,2,11,29,0.1538,0.0645,0.1205
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:CONJ,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:CONTR,0,2,5,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:DET,6,3,85,0.6667,0.0659,0.2362
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:NOUN,2,7,24,0.2222,0.0769,0.1613
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:NOUN:POSS,0,0,5,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:OTHER,1,17,53,0.0556,0.0185,0.0397
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:PART,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:PREP,0,3,46,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:PRON,1,2,17,0.3333,0.0556,0.1667
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:PUNCT,1,16,44,0.0588,0.0222,0.0442
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:VERB,1,2,23,0.3333,0.0417,0.1389
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:VERB:FORM,0,0,2,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,2,fce-dev,U:VERB:TENSE,1,0,21,1.0,0.0455,0.1923
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:ADJ,0,0,10,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:ADV,1,2,26,0.3333,0.037,0.1282
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:CONJ,0,1,16,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:CONTR,0,1,1,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:DET,24,13,190,0.6486,0.1121,0.3315
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:NOUN,0,2,25,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:NOUN:POSS,0,0,7,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:OTHER,2,18,82,0.1,0.0238,0.061
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:PART,0,0,6,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:PREP,5,4,85,0.5556,0.0556,0.1984
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:PRON,6,4,65,0.6,0.0845,0.2703
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:PUNCT,27,107,158,0.2015,0.1459,0.1872
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:VERB,5,2,45,0.7143,0.1,0.3205
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:VERB:FORM,4,2,6,0.6667,0.4,0.5882
bigscience/bloomz-7b1,3-shot,3,fce-dev,M:VERB:TENSE,0,2,45,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:ADJ,1,13,34,0.0714,0.0286,0.0549
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:ADJ:FORM,2,1,7,0.6667,0.2222,0.4762
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:ADV,0,1,27,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:CONJ,0,0,4,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:CONTR,0,8,8,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:DET,4,3,73,0.5714,0.0519,0.1905
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:MORPH,16,3,55,0.8421,0.2254,0.5442
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:NOUN,13,54,115,0.194,0.1016,0.1641
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:NOUN:INFL,9,3,9,0.75,0.5,0.6818
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:NOUN:NUM,25,8,111,0.7576,0.1838,0.4664
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:NOUN:POSS,0,1,1,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:ORTH,14,23,88,0.3784,0.1373,0.28
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:OTHER,16,26,378,0.381,0.0406,0.1423
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:PART,2,0,9,1.0,0.1818,0.5263
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:PREP,8,4,208,0.6667,0.037,0.1515
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:PRON,2,8,41,0.2,0.0465,0.1205
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:PUNCT,5,20,110,0.2,0.0435,0.1163
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:SPELL,194,46,159,0.8083,0.5496,0.7388
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:VERB,6,10,171,0.375,0.0339,0.1245
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:VERB:FORM,32,14,52,0.6957,0.381,0.597
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:VERB:INFL,3,1,2,0.75,0.6,0.7143
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:VERB:SVA,9,2,37,0.8182,0.1957,0.5
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:VERB:TENSE,19,15,117,0.5588,0.1397,0.3493
bigscience/bloomz-7b1,3-shot,3,fce-dev,R:WO,7,2,53,0.7778,0.1167,0.3646
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:ADJ,0,2,11,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:ADV,1,10,30,0.0909,0.0323,0.0667
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:CONJ,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:CONTR,0,1,5,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:DET,4,2,87,0.6667,0.044,0.1739
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:NOUN,2,7,24,0.2222,0.0769,0.1613
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:NOUN:POSS,0,0,5,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:OTHER,1,12,53,0.0769,0.0185,0.0472
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:PART,0,0,3,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:PREP,0,2,46,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:PRON,1,3,17,0.25,0.0556,0.1471
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:PUNCT,0,17,45,0.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:VERB,1,2,23,0.3333,0.0417,0.1389
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:VERB:FORM,0,0,2,1.0,0.0,0.0
bigscience/bloomz-7b1,3-shot,3,fce-dev,U:VERB:TENSE,1,0,21,1.0,0.0455,0.1923
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:ADJ,0,0,10,1.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:ADV,1,3,26,0.25,0.037,0.1163
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:CONJ,0,0,16,1.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:CONTR,0,0,1,1.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:DET,19,11,195,0.6333,0.0888,0.2844
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:NOUN,0,0,25,1.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:NOUN:POSS,0,0,7,1.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:OTHER,2,8,82,0.2,0.0238,0.0806
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:PART,0,0,6,1.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:PREP,4,3,86,0.5714,0.0444,0.1695
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:PRON,4,4,67,0.5,0.0563,0.1942
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:PUNCT,20,74,165,0.2128,0.1081,0.1783
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:VERB,7,3,43,0.7,0.14,0.3889
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:VERB:FORM,4,0,6,1.0,0.4,0.7692
bigscience/bloomz-7b1,4-shot,1,fce-dev,M:VERB:TENSE,0,2,45,0.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:ADJ,1,11,34,0.0833,0.0286,0.0602
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:ADJ:FORM,2,2,7,0.5,0.2222,0.4
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:ADV,0,1,27,0.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:CONJ,1,0,3,1.0,0.25,0.625
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:CONTR,0,8,8,0.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:DET,3,1,74,0.75,0.039,0.1613
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:MORPH,17,4,54,0.8095,0.2394,0.5484
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:NOUN,12,30,116,0.2857,0.0938,0.2027
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:NOUN:INFL,8,2,10,0.8,0.4444,0.6897
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:NOUN:NUM,23,11,113,0.6765,0.1691,0.4228
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:NOUN:POSS,0,1,1,0.0,0.0,0.0
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:ORTH,13,18,89,0.4194,0.1275,0.2876
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:OTHER,15,27,379,0.3571,0.0381,0.1335
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:PART,2,0,9,1.0,0.1818,0.5263
bigscience/bloomz-7b1,4-shot,1,fce-dev,R:PREP,8,4,208,0.6667,0.037,0.1515
